sim_time_s,state,pose_x_m,pose_y_m,pose_yaw_deg,right_vehicle,near,clusters,vehicle_clusters,cluster_summary,pair_valid,pair_confirmed,angle_a_deg,angle_b_deg,dist_a_mm,dist_b_mm,bisector_deg,dist_c_mm,dist_d_mm,speed_command,steering_command,reason
13.315000,search_first_car,0.000006,5.000028,0.000010,0,1,1,1,-0.1:1779:582:1,0,0,,,,,,,,80,0,search_first_car:0/2
13.417000,search_first_car,0.000007,4.996551,-0.000099,0,1,1,1,-0.1:1774:582:1,0,0,,,,,,,,80,0,search_first_car:0/2
13.516000,search_first_car,0.000009,4.986104,-0.000157,0,1,1,1,-0.1:1768:581:1,0,0,,,,,,,,80,0,search_first_car:0/2
13.616000,search_first_car,0.000015,4.969667,-0.000054,0,1,1,1,-0.1:1769:578:1,0,0,,,,,,,,80,0,search_first_car:0/2
13.716000,search_first_car,0.000022,4.948085,0.000082,0,1,1,1,-0.1:1767:581:1,0,0,,,,,,,,80,0,search_first_car:0/2
13.816000,search_first_car,0.000026,4.922079,0.000207,0,1,1,1,-0.1:1767:583:1,0,0,,,,,,,,80,0,search_first_car:0/2
13.916000,search_first_car,-0.031984,2.596120,-89.999847,0,1,1,1,-0.1:1775:582:1,0,0,,,,,,,,80,0,search_first_car:0/2
14.016000,search_first_car,0.000037,4.859205,0.000664,0,1,1,1,-0.1:1772:584:1,0,0,,,,,,,,80,0,search_first_car:0/2
14.116000,search_first_car,0.000048,4.823335,0.001006,0,1,1,1,-0.1:1772:581:1,0,0,,,,,,,,80,0,search_first_car:0/2
14.216000,search_first_car,0.000057,4.785051,0.001381,0,1,1,1,-0.1:1755:580:1,0,0,,,,,,,,80,0,search_first_car:0/2
14.316000,search_first_car,0.000071,4.744695,0.001847,0,1,1,1,-0.1:1773:582:1,0,0,,,,,,,,80,0,search_first_car:0/2
14.416000,search_first_car,0.000085,4.702557,0.002364,0,1,1,1,-0.1:1769:581:1,0,0,,,,,,,,80,0,search_first_car:0/2
14.516000,search_first_car,0.000100,4.658890,0.002932,0,1,1,1,-0.1:1778:583:1,0,0,,,,,,,,80,0,search_first_car:0/2
14.616000,search_first_car,0.000116,4.613904,0.003492,0,1,1,1,-0.1:1769:579:1,0,0,,,,,,,,80,0,search_first_car:0/2
14.716000,search_first_car,0.000135,4.567789,0.004145,0,1,1,1,-0.1:1769:582:1,0,0,,,,,,,,80,0,search_first_car:0/2
14.816000,search_first_car,0.000154,4.520700,0.004778,0,1,1,1,-0.1:1759:581:1,0,0,,,,,,,,80,0,search_first_car:0/2
14.916000,search_first_car,0.000174,4.472777,0.005428,0,1,1,1,-0.1:1774:580:1,0,0,,,,,,,,80,0,search_first_car:0/2
15.016000,search_first_car,0.000193,4.424134,0.006049,0,1,1,1,-0.1:1767:584:1,0,0,,,,,,,,80,0,search_first_car:0/2
15.116000,search_first_car,0.000214,4.374873,0.006701,0,1,1,1,-0.1:1762:580:1,0,0,,,,,,,,80,0,search_first_car:0/2
15.216000,search_first_car,0.000237,4.325080,0.007428,0,1,1,1,-0.1:1766:577:1,0,0,,,,,,,,80,0,search_first_car:0/2
15.317000,search_first_car,0.000261,4.274832,0.008151,0,1,1,1,-0.1:1769:579:1,0,0,,,,,,,,80,0,search_first_car:0/2
15.416000,search_first_car,0.000285,4.224194,0.008821,0,1,1,1,-0.1:1776:577:1,0,0,,,,,,,,80,0,search_first_car:0/2
15.516000,search_first_car,0.000308,4.173217,0.009480,0,1,1,1,-0.1:1767:582:1,0,0,,,,,,,,80,0,search_first_car:0/2
15.616000,search_first_car,-0.031290,1.825589,-89.990041,0,1,1,1,-0.1:1769:583:1,0,0,,,,,,,,80,0,search_first_car:0/2
15.716000,search_first_car,0.000359,4.070431,0.010879,0,1,1,1,-0.1:1776:583:1,0,0,,,,,,,,80,0,search_first_car:0/2
15.816000,search_first_car,0.000386,4.018699,0.011582,0,1,1,1,-0.1:1777:580:1,0,0,,,,,,,,80,0,search_first_car:0/2
15.916000,search_first_car,0.000413,3.966782,0.012260,0,1,1,1,-0.1:1771:581:1,0,0,,,,,,,,80,0,search_first_car:0/2
16.016000,search_first_car,0.000442,3.914706,0.012980,0,1,1,1,-0.1:1784:580:1,0,0,,,,,,,,80,0,search_first_car:0/2
16.116000,search_first_car,0.000470,3.862496,0.013692,0,1,1,1,-0.1:1772:581:1,0,0,,,,,,,,80,0,search_first_car:0/2
16.216000,search_first_car,0.000500,3.810167,0.014360,0,1,1,1,-0.1:1766:583:1,0,0,,,,,,,,80,0,search_first_car:0/2
16.316000,search_first_car,0.000528,3.757739,0.014990,0,1,1,1,-0.1:1775:580:1,0,0,,,,,,,,80,0,search_first_car:0/2
16.416000,search_first_car,0.000558,3.705222,0.015668,0,1,1,1,-0.1:1775:583:1,0,0,,,,,,,,80,0,search_first_car:0/2
16.517000,search_first_car,0.000589,3.652630,0.016384,0,1,1,1,-0.1:1767:582:1,0,0,,,,,,,,80,0,search_first_car:0/2
16.616000,search_first_car,0.000622,3.599974,0.017112,0,1,1,1,-0.1:1778:583:1,0,0,,,,,,,,80,0,search_first_car:0/2
16.716000,search_first_car,0.000655,3.547264,0.017820,0,1,1,1,-0.1:1769:576:1,0,0,,,,,,,,80,0,search_first_car:0/2
16.816000,search_first_car,0.000689,3.494507,0.018521,0,1,1,1,-0.1:1771:583:1,0,0,,,,,,,,80,0,search_first_car:0/2
16.916000,search_first_car,0.000723,3.441709,0.019237,0,1,1,1,-0.1:1759:583:1,0,0,,,,,,,,80,0,search_first_car:0/2
17.016000,search_first_car,0.000758,3.388876,0.019961,0,1,1,1,-0.1:1763:584:1,0,0,,,,,,,,80,0,search_first_car:0/2
17.116000,search_first_car,0.000794,3.336013,0.020676,0,1,1,1,-0.1:1775:582:1,0,0,,,,,,,,80,0,search_first_car:0/2
17.216000,search_first_car,0.000830,3.283124,0.021374,0,1,1,1,-0.1:1773:583:1,0,0,,,,,,,,80,0,search_first_car:0/2
17.316000,search_first_car,-0.030277,0.933832,-89.978118,0,1,1,1,-0.1:1767:580:1,0,0,,,,,,,,80,0,search_first_car:0/2
17.416000,search_first_car,0.000905,3.177284,0.022810,0,1,1,1,-0.1:1775:583:1,0,0,,,,,,,,80,0,search_first_car:0/2
17.516000,search_first_car,0.000944,3.124337,0.023491,0,1,1,1,-0.1:1765:583:1,0,0,,,,,,,,80,0,search_first_car:0/2
17.616000,search_first_car,0.000982,3.071377,0.024201,0,1,1,1,-0.1:1773:583:1,0,0,,,,,,,,80,0,search_first_car:0/2
17.716000,search_first_car,0.001021,3.018403,0.024902,0,1,1,1,-0.1:1763:582:1,0,0,,,,,,,,80,0,search_first_car:0/2
17.816000,search_first_car,0.001062,2.965420,0.025586,0,1,1,1,-0.1:1776:585:1,0,0,,,,,,,,80,0,search_first_car:0/2
17.916000,search_first_car,0.001102,2.912428,0.026295,0,1,1,1,-0.1:1767:580:1,0,0,,,,,,,,80,0,search_first_car:0/2
18.016000,search_first_car,0.001143,2.859429,0.026981,0,1,1,1,-0.1:1762:575:1,0,0,,,,,,,,80,0,search_first_car:0/2
18.116000,search_first_car,0.003489,2.838739,-0.000168,0,1,1,1,-0.1:1765:583:1,0,0,,,,,,,,80,0,search_first_car:0/2
18.216000,search_first_car,0.004006,2.837892,0.006159,0,1,1,1,-0.1:1771:581:1,0,0,,,,,,,,80,0,search_first_car:0/2
18.316000,search_first_car,0.004174,2.837903,0.005985,0,1,1,1,-0.1:1769:581:1,0,0,,,,,,,,80,0,search_first_car:0/2
18.416000,search_first_car,0.004334,2.837906,0.005314,0,1,1,1,-0.1:1766:581:1,0,0,,,,,,,,80,0,search_first_car:0/2
18.516000,search_first_car,0.004387,2.837900,0.003707,0,1,1,1,-0.1:1770:583:1,0,0,,,,,,,,80,0,search_first_car:0/2
18.616000,search_first_car,0.004443,2.837889,0.001828,0,1,1,1,-0.1:1772:583:1,0,0,,,,,,,,80,0,search_first_car:0/2
18.716000,search_first_car,0.004501,2.837884,-0.000050,0,1,1,1,-0.1:1774:579:1,0,0,,,,,,,,80,0,search_first_car:0/2
18.816000,search_first_car,0.004560,2.837851,-0.001422,0,1,1,1,-0.1:1768:583:1,0,0,,,,,,,,80,0,search_first_car:0/2
18.916000,search_first_car,0.004614,2.837821,-0.002730,0,1,1,1,-0.1:1770:577:1,0,0,,,,,,,,80,0,search_first_car:0/2
19.016000,search_first_car,-0.027510,0.541940,-90.003888,0,1,1,1,-0.1:1763:581:1,0,0,,,,,,,,80,0,search_first_car:0/2
19.116000,search_first_car,0.004722,2.837714,-0.004242,0,1,1,1,-0.1:1772:577:1,0,0,,,,,,,,80,0,search_first_car:0/2
19.216000,search_first_car,0.004780,2.837704,-0.006037,0,1,1,1,-0.1:1770:583:1,0,0,,,,,,,,80,0,search_first_car:0/2
19.316000,search_first_car,0.004840,2.837667,-0.007364,0,1,1,1,-0.1:1773:579:1,0,0,,,,,,,,80,0,search_first_car:0/2
19.416000,search_first_car,0.004892,2.837616,-0.008085,0,1,1,1,-0.1:1778:585:1,0,0,,,,,,,,80,0,search_first_car:0/2
19.516000,search_first_car,0.004948,2.837596,-0.009624,0,1,1,1,-0.1:1763:581:1,0,0,,,,,,,,80,0,search_first_car:0/2
19.616000,search_first_car,0.005002,2.837564,-0.010836,0,1,1,1,-0.1:1772:582:1,0,0,,,,,,,,80,0,search_first_car:0/2
19.716000,search_first_car,0.005053,2.837536,-0.012020,0,1,1,1,-0.1:1773:585:1,0,0,,,,,,,,80,0,search_first_car:0/2
19.816000,search_first_car,0.005104,2.837470,-0.012432,0,1,1,1,-0.1:1766:581:1,0,0,,,,,,,,80,0,search_first_car:0/2
19.916000,search_first_car,0.005161,2.837381,-0.012566,0,1,1,1,-0.1:1774:581:1,0,0,,,,,,,,80,0,search_first_car:0/2
20.016000,search_first_car,0.005212,2.837365,-0.013995,0,1,1,1,-0.1:1767:579:1,0,0,,,,,,,,80,0,search_first_car:0/2
20.116000,search_first_car,0.005265,2.837340,-0.015307,0,1,1,1,-0.1:1767:583:1,0,0,,,,,,,,80,0,search_first_car:0/2
20.216000,search_first_car,0.005316,2.837308,-0.016465,0,1,1,1,-0.1:1760:577:1,0,0,,,,,,,,80,0,search_first_car:0/2
20.317000,search_first_car,0.005372,2.837290,-0.017998,0,1,1,1,-0.1:1783:583:1,0,0,,,,,,,,80,0,search_first_car:0/2
20.416000,search_first_car,0.005428,2.837285,-0.019859,0,1,1,1,-0.1:1759:576:1,0,0,,,,,,,,80,0,search_first_car:0/2
20.516000,search_first_car,0.005478,2.837264,-0.021128,0,1,1,1,-0.1:1768:583:1,0,0,,,,,,,,80,0,search_first_car:0/2
20.616000,search_first_car,0.005524,2.837234,-0.022147,0,1,1,1,-0.1:1773:583:1,0,0,,,,,,,,80,0,search_first_car:0/2
20.716000,search_first_car,-0.027389,0.541374,-90.023533,0,1,1,1,-0.1:1779:580:1,0,0,,,,,,,,80,0,search_first_car:0/2
20.816000,search_first_car,0.005624,2.837174,-0.024279,0,1,1,1,-0.1:1766:582:1,0,0,,,,,,,,80,0,search_first_car:0/2
20.916000,search_first_car,0.005666,2.837116,-0.024644,0,1,1,1,-0.1:1766:580:1,0,0,,,,,,,,80,0,search_first_car:0/2
21.016000,search_first_car,0.005714,2.837055,-0.025025,0,1,1,1,-0.1:1765:579:1,0,0,,,,,,,,80,0,search_first_car:0/2
21.116000,search_first_car,0.005762,2.836990,-0.025359,0,1,1,1,-0.1:1770:573:1,0,0,,,,,,,,80,0,search_first_car:0/2
21.216000,search_first_car,0.005806,2.836933,-0.025653,0,1,1,1,-0.1:1762:581:1,0,0,,,,,,,,80,0,search_first_car:0/2
21.316000,search_first_car,0.005849,2.836869,-0.025857,0,1,1,1,-0.1:1761:579:1,0,0,,,,,,,,80,0,search_first_car:0/2
21.416000,search_first_car,0.005894,2.836806,-0.026087,0,1,1,1,-0.1:1772:578:1,0,0,,,,,,,,80,0,search_first_car:0/2
21.516000,search_first_car,0.005936,2.836744,-0.026276,0,1,1,1,-0.1:1771:580:1,0,0,,,,,,,,80,0,search_first_car:0/2
21.616000,search_first_car,0.005983,2.836681,-0.026563,0,1,1,1,-0.1:1770:573:1,0,0,,,,,,,,80,0,search_first_car:0/2
21.716000,search_first_car,0.006029,2.836636,-0.027244,0,1,1,1,-0.1:1765:577:1,0,0,,,,,,,,80,0,search_first_car:0/2
21.817000,search_first_car,0.006075,2.836564,-0.027320,0,1,1,1,-0.1:1769:585:1,0,0,,,,,,,,80,0,search_first_car:0/2
21.916000,search_first_car,0.006117,2.836508,-0.027624,0,1,1,1,-0.1:1771:581:1,0,0,,,,,,,,80,0,search_first_car:0/2
22.016000,search_first_car,0.006164,2.836471,-0.028489,0,1,1,1,-0.1:1771:582:1,0,0,,,,,,,,80,0,search_first_car:0/2
22.116000,search_first_car,0.006202,2.836427,-0.028893,0,1,1,1,-0.1:1762:586:1,0,0,,,,,,,,80,0,search_first_car:0/2
22.216000,search_first_car,0.006245,2.836374,-0.029282,0,1,1,1,-0.1:1775:583:1,0,0,,,,,,,,80,0,search_first_car:0/2
22.316000,search_first_car,0.006288,2.836330,-0.029855,0,1,1,1,-0.1:1764:583:1,0,0,,,,,,,,80,0,search_first_car:0/2
22.416000,search_first_car,-0.026913,0.540455,-90.030432,0,1,1,1,-0.1:1775:581:1,0,0,,,,,,,,80,0,search_first_car:0/2
22.516000,search_first_car,0.006372,2.836215,-0.030350,0,1,1,1,-0.1:1762:578:1,0,0,,,,,,,,80,0,search_first_car:0/2
22.616000,search_first_car,0.006416,2.836156,-0.030650,0,1,1,1,-0.1:1751:582:1,0,0,,,,,,,,80,0,search_first_car:0/2
22.716000,search_first_car,0.006455,2.836107,-0.030991,0,1,1,1,-0.1:1776:579:1,0,0,,,,,,,,80,0,search_first_car:0/2
22.817000,search_first_car,0.006495,2.836071,-0.031674,0,1,1,1,-0.1:1765:578:1,0,0,,,,,,,,80,0,search_first_car:0/2
22.916000,search_first_car,0.006548,2.836044,-0.032944,0,1,1,1,-0.1:1766:576:1,0,0,,,,,,,,80,0,search_first_car:0/2
23.016000,search_first_car,0.006604,2.836048,-0.035000,0,1,1,1,-0.1:1777:577:1,0,0,,,,,,,,80,0,search_first_car:0/2
23.116000,search_first_car,0.006653,2.836016,-0.036081,0,1,1,1,-0.1:1774:581:1,0,0,,,,,,,,80,0,search_first_car:0/2
23.216000,search_first_car,0.006702,2.835988,-0.037133,0,1,1,1,-0.1:1772:578:1,0,0,,,,,,,,80,0,search_first_car:0/2
23.316000,search_first_car,0.006748,2.835952,-0.038023,0,1,1,1,-0.1:1764:581:1,0,0,,,,,,,,80,0,search_first_car:0/2
23.417000,search_first_car,0.006785,2.835921,-0.038653,0,1,1,1,-0.1:1775:580:1,0,0,,,,,,,,80,0,search_first_car:0/2
23.516000,search_first_car,0.006829,2.835869,-0.039085,0,1,1,1,-0.1:1778:578:1,0,0,,,,,,,,80,0,search_first_car:0/2
23.616000,search_first_car,0.006876,2.835835,-0.040002,0,1,1,1,-0.1:1765:580:1,0,0,,,,,,,,80,0,search_first_car:0/2
23.717000,search_first_car,0.006916,2.835790,-0.040467,0,1,1,1,-0.1:1768:581:1,0,0,,,,,,,,80,0,search_first_car:0/2
23.816000,search_first_car,0.006963,2.835755,-0.041375,0,1,1,1,-0.1:1768:581:1,0,0,,,,,,,,80,0,search_first_car:0/2
23.916000,search_first_car,0.007003,2.835719,-0.042007,0,1,1,1,-0.1:1765:580:1,0,0,,,,,,,,80,0,search_first_car:0/2
24.017000,search_first_car,0.007041,2.835666,-0.042246,0,1,1,1,-0.1:1758:584:1,0,0,,,,,,,,80,0,search_first_car:0/2
24.116000,search_first_car,-0.026694,0.539839,-90.044083,0,1,1,1,-0.1:1782:582:1,0,0,,,,,,,,80,0,search_first_car:0/2
24.216000,search_first_car,0.007135,2.835614,-0.044442,0,1,1,1,-0.1:1766:579:1,0,0,,,,,,,,80,0,search_first_car:0/2
24.316000,search_first_car,0.007181,2.835603,-0.045848,0,1,1,1,-0.1:1775:579:1,0,0,,,,,,,,80,0,search_first_car:0/2
24.416000,search_first_car,0.007227,2.835579,-0.046917,0,1,1,1,-0.1:1771:582:1,0,0,,,,,,,,80,0,search_first_car:0/2
24.516000,search_first_car,0.007275,2.835564,-0.048274,0,1,1,1,-0.1:1769:579:1,0,0,,,,,,,,80,0,search_first_car:0/2
24.616000,search_first_car,0.007320,2.835528,-0.049097,0,1,1,1,-0.1:1771:580:1,0,0,,,,,,,,80,0,search_first_car:0/2
24.716000,search_first_car,0.007364,2.835482,-0.049689,0,1,1,1,-0.1:1773:581:1,0,0,,,,,,,,80,0,search_first_car:0/2
24.816000,search_first_car,0.007416,2.835489,-0.051665,0,1,1,1,-0.1:1771:577:1,0,0,,,,,,,,80,0,search_first_car:0/2
24.916000,search_first_car,0.007469,2.835480,-0.053281,0,1,1,1,-0.1:1769:579:1,0,0,,,,,,,,80,0,search_first_car:0/2
25.017000,search_first_car,0.007514,2.835456,-0.054361,0,1,1,1,-0.1:1778:581:1,0,0,,,,,,,,80,0,search_first_car:0/2
25.116000,search_first_car,0.007555,2.835407,-0.054773,0,1,1,1,-0.1:1771:580:1,0,0,,,,,,,,80,0,search_first_car:0/2
25.216000,search_first_car,0.007598,2.835352,-0.055143,0,1,1,1,-0.1:1779:582:1,0,0,,,,,,,,80,0,search_first_car:0/2
25.316000,search_first_car,0.007639,2.835290,-0.055259,0,1,1,1,-0.1:1767:583:1,0,0,,,,,,,,80,0,search_first_car:0/2
25.416000,search_first_car,0.007676,2.835223,-0.055160,0,1,1,1,-0.1:1775:582:1,0,0,,,,,,,,80,0,search_first_car:0/2
25.516000,search_first_car,0.007713,2.835169,-0.055297,0,1,1,1,-0.1:1779:578:1,0,0,,,,,,,,80,0,search_first_car:0/2
25.616000,search_first_car,0.007752,2.835129,-0.055847,0,1,1,1,-0.1:1773:578:1,0,0,,,,,,,,80,0,search_first_car:0/2
25.716000,search_first_car,0.007794,2.835082,-0.056320,0,1,1,1,-0.1:1767:580:1,0,0,,,,,,,,80,0,search_first_car:0/2
25.817000,search_first_car,-0.026453,0.539211,-90.056467,0,1,1,1,-0.1:1777:581:1,0,0,,,,,,,,80,0,search_first_car:0/2
25.916000,search_first_car,0.007871,2.834956,-0.056343,0,1,1,1,-0.1:1771:583:1,0,0,,,,,,,,80,0,search_first_car:0/2
26.017000,search_first_car,0.007909,2.834919,-0.056887,0,1,1,1,-0.1:1770:580:1,0,0,,,,,,,,80,0,search_first_car:0/2
26.117000,search_first_car,0.007944,2.834875,-0.057209,0,1,1,1,-0.1:1775:583:1,0,0,,,,,,,,80,0,search_first_car:0/2
26.217000,search_first_car,0.007981,2.834827,-0.057480,0,1,1,1,-0.1:1765:579:1,0,0,,,,,,,,80,0,search_first_car:0/2
26.320000,search_first_car,0.008016,2.834791,-0.057983,0,1,1,1,-0.1:1774:583:1,0,0,,,,,,,,80,0,search_first_car:0/2
26.417000,search_first_car,0.008052,2.834750,-0.058331,0,1,1,1,-0.1:1759:583:1,0,0,,,,,,,,80,0,search_first_car:0/2
26.517000,search_first_car,0.008090,2.834703,-0.058711,0,1,1,1,-0.1:1765:579:1,0,0,,,,,,,,80,0,search_first_car:0/2
26.621000,search_first_car,0.008127,2.834657,-0.059010,0,1,1,1,-0.1:1773:581:1,0,0,,,,,,,,80,0,search_first_car:0/2
26.720000,search_first_car,0.008162,2.834622,-0.059525,0,1,1,1,-0.1:1769:579:1,0,0,,,,,,,,80,0,search_first_car:0/2
26.822000,search_first_car,0.008203,2.834581,-0.060096,0,1,1,1,-0.1:1768:580:1,0,0,,,,,,,,80,0,search_first_car:0/2
26.921000,search_first_car,0.008239,2.834554,-0.060771,0,1,1,1,-0.1:1760:581:1,0,0,,,,,,,,80,0,search_first_car:0/2
27.020000,search_first_car,0.008282,2.834510,-0.061340,0,1,1,1,-0.1:1762:574:1,0,0,,,,,,,,80,0,search_first_car:0/2
27.120000,search_first_car,0.008317,2.834461,-0.061564,0,1,1,1,-0.1:1761:578:1,0,0,,,,,,,,80,0,search_first_car:0/2
27.220000,search_first_car,0.008351,2.834417,-0.061816,0,1,1,1,-0.1:1773:577:1,0,0,,,,,,,,80,0,search_first_car:0/2
27.320000,search_first_car,0.008386,2.834374,-0.062118,0,1,1,1,-0.1:1773:581:1,0,0,,,,,,,,80,0,search_first_car:0/2
27.422000,search_first_car,0.008417,2.834329,-0.062306,0,1,1,1,-0.1:1773:581:1,0,0,,,,,,,,80,0,search_first_car:0/2
27.520000,search_first_car,-0.026100,0.538499,-90.063154,0,1,1,1,-0.1:1776:583:1,0,0,,,,,,,,80,0,search_first_car:0/2
27.620000,search_first_car,-0.026079,0.538457,-90.063531,0,1,1,1,-0.1:1767:578:1,0,0,,,,,,,,80,0,search_first_car:0/2
27.720000,search_first_car,-0.026052,0.538409,-90.063681,0,1,1,1,-0.1:1776:583:1,0,0,,,,,,,,80,0,search_first_car:0/2
27.820000,search_first_car,0.008551,2.834183,-0.063910,0,1,1,1,-0.1:1775:583:1,0,0,,,,,,,,80,0,search_first_car:0/2
27.920000,search_first_car,0.008593,2.834162,-0.064904,0,1,1,1,-0.1:1781:583:1,0,0,,,,,,,,80,0,search_first_car:0/2
28.020000,search_first_car,0.008639,2.834142,-0.066114,0,1,1,1,-0.1:1766:580:1,0,0,,,,,,,,80,0,search_first_car:0/2
28.121000,search_first_car,0.008689,2.834141,-0.067831,0,1,1,1,-0.1:1767:578:1,0,0,,,,,,,,80,0,search_first_car:0/2
28.220000,search_first_car,0.008725,2.834119,-0.068638,0,1,1,1,-0.1:1769:579:1,0,0,,,,,,,,80,0,search_first_car:0/2
28.321000,search_first_car,0.008770,2.834088,-0.069540,0,1,1,1,-0.1:1758:586:1,0,0,,,,,,,,80,0,search_first_car:0/2
28.420000,search_first_car,0.008811,2.834059,-0.070405,0,1,1,1,-0.1:1778:580:1,0,0,,,,,,,,80,0,search_first_car:0/2
28.520000,search_first_car,0.008847,2.834006,-0.070524,0,1,1,1,-0.1:1763:579:1,0,0,,,,,,,,80,0,search_first_car:0/2
28.620000,search_first_car,0.008881,2.833952,-0.070590,0,1,1,1,-0.1:1759:578:1,0,0,,,,,,,,80,0,search_first_car:0/2
28.720000,search_first_car,0.008922,2.833923,-0.071422,0,1,1,1,-0.1:1771:581:1,0,0,,,,,,,,80,0,search_first_car:0/2
28.820000,search_first_car,0.008963,2.833890,-0.072154,0,1,1,1,-0.1:1763:577:1,0,0,,,,,,,,80,0,search_first_car:0/2
28.920000,search_first_car,0.008998,2.833837,-0.072260,0,1,1,1,-0.1:1765:583:1,0,0,,,,,,,,80,0,search_first_car:0/2
29.020000,search_first_car,0.009032,2.833791,-0.072486,0,1,1,1,-0.1:1777:581:1,0,0,,,,,,,,80,0,search_first_car:0/2
29.121000,search_first_car,0.009065,2.833739,-0.072566,0,1,1,1,-0.1:1770:580:1,0,0,,,,,,,,80,0,search_first_car:0/2
29.221000,search_first_car,-0.025913,0.537966,-90.074967,0,1,1,1,-0.1:1769:582:1,0,0,,,,,,,,80,0,search_first_car:0/2
29.320000,search_first_car,-0.025897,0.537928,-90.075618,0,1,1,1,-0.1:1763:581:1,0,0,,,,,,,,80,0,search_first_car:0/2
29.420000,search_first_car,-0.025874,0.537883,-90.076032,0,1,1,1,-0.1:1773:579:1,0,0,,,,,,,,80,0,search_first_car:0/2
29.521000,search_first_car,0.009255,2.833665,-0.077612,0,1,1,1,-0.1:1773:583:1,0,0,,,,,,,,80,0,search_first_car:0/2
29.620000,search_first_car,0.009308,2.833656,-0.079348,0,1,1,1,-0.1:1756:575:1,0,0,,,,,,,,80,0,search_first_car:0/2
29.721000,search_first_car,0.009355,2.833635,-0.080512,0,1,1,1,-0.1:1762:584:1,0,0,,,,,,,,80,0,search_first_car:0/2
29.820000,search_first_car,0.009391,2.833582,-0.080667,0,1,1,1,-0.1:1770:585:1,0,0,,,,,,,,80,0,search_first_car:0/2
29.920000,search_first_car,0.009429,2.833522,-0.080729,0,1,1,1,-0.1:1772:582:1,0,0,,,,,,,,80,0,search_first_car:0/2
30.020000,search_first_car,0.009472,2.833495,-0.081683,0,1,1,1,-0.1:1771:579:1,0,0,,,,,,,,80,0,search_first_car:0/2
30.120000,search_first_car,0.009512,2.833439,-0.081885,0,1,1,1,-0.1:1772:582:1,0,0,,,,,,,,80,0,search_first_car:0/2
30.220000,search_first_car,0.009557,2.833374,-0.082054,0,1,1,1,-0.1:1779:579:1,0,0,,,,,,,,80,0,search_first_car:0/2
30.322000,search_first_car,0.009596,2.833328,-0.082515,0,1,1,1,-0.1:1773:579:1,0,0,,,,,,,,80,0,search_first_car:0/2
30.422000,search_first_car,0.009632,2.833291,-0.083018,0,1,1,1,-0.1:1775:583:1,0,0,,,,,,,,80,0,search_first_car:0/2
30.521000,search_first_car,0.009667,2.833247,-0.083281,0,1,1,1,-0.1:1765:583:1,0,0,,,,,,,,80,0,search_first_car:0/2
