elapsed_s,lidar_timestamp,state,speed,steering,steering_offset,reason,raw_points,valid_points,left_fov_points,right_fov_points,tangent_clusters,tangent_candidates,detected_vehicle_count,right_vehicle,right_vehicle_raw,right_cluster_points,right_seen_scans,right_missing_scans,right_track_id,is_prealign_near,is_near,pair_source_scans,pair_valid,angle_a_deg,angle_b_deg,angle_bisector_deg,dist_a_mm,dist_b_mm,control_pair_valid,control_angle_a_deg,control_angle_b_deg,control_angle_bisector_deg,control_dist_a_mm,control_dist_b_mm,control_gap_width_mm,control_gap_center_angle_deg,control_pair_reason,distance_bias_ab_mm,angle_term,distance_term,paper_steering,applied_paper_steering,entry_center_angle_deg,realigning_after_dropout,prealign_near_seen,prealign_ready_scans,pair_hold_scans,center_observation_scans,dist_c_mm,dist_d_mm,distance_bias_cd_mm,cd_balance_ratio,cd_balance_error,cd_balance_span,cd_center_ready_scans,left_side_heading_deg,left_side_line_points,left_side_line_extent_mm,left_side_line_linearity,right_side_heading_deg,right_side_line_points,right_side_line_extent_mm,right_side_line_linearity,observed_slot_heading_deg,filtered_slot_heading_deg,slot_heading_span_deg,parallel_heading_ready_scans,parallel_correction_cycles
31.796949,1785218600.507061958,prealign_left,50,-150,-29,figure7_t_entry_left entryCenter=+51.7 target<=20.0 confirm=0/3,32,32,22,10,3,1,2,1,1,5,8,0,2,0,0,5,1,39.000000,70.906250,54.953125,2888.750000,1787.750000,1,39.000000,72.531250,55.765625,2888.750000,1787.750000,1712.033690,51.708592,median_filtered_pair,,,,,,,0,0,0,0,0,,1760.500000,,,,,0,,0,,,-12.827428,5,204.862356,75.089779,-12.827428,,,0,0
31.892184,1785218600.618526936,prealign_left,50,-150,-29,figure7_t_entry_left entryCenter=+51.1 target<=20.0 confirm=0/3,35,35,23,12,5,2,2,1,1,5,9,0,2,0,0,5,1,33.578125,69.000000,51.289062,2751.250000,1818.250000,1,39.000000,70.906250,54.953125,2888.750000,1787.750000,1665.150575,51.102881,median_filtered_pair,,,,,,,0,0,0,0,0,,1749.000000,,,,,0,,0,,,-10.366565,6,260.057289,21.156789,-10.366565,,,0,0
31.981105,1785218600.618526936,prealign_left,50,-150,-29,figure7_t_entry_left entryCenter=+51.1 target<=20.0 confirm=0/3,35,35,23,12,5,2,2,1,1,5,9,0,2,0,0,5,1,33.578125,69.000000,51.289062,2751.250000,1818.250000,1,39.000000,70.906250,54.953125,2888.750000,1787.750000,1665.150575,51.102881,median_filtered_pair,,,,,,,0,0,0,0,0,,1749.000000,,,,,0,,0,,,-10.366565,6,260.057289,21.156789,-10.366565,,,0,0
32.070467,1785218600.729619980,prealign_left,50,-150,-29,figure7_t_entry_left entryCenter=+47.4 target<=20.0 confirm=0/3,27,27,17,10,5,2,2,1,1,4,10,0,2,0,0,5,1,33.578125,68.671875,51.125000,2751.250000,1787.000000,1,33.578125,69.000000,51.289062,2751.250000,1787.750000,1658.045165,47.410966,median_filtered_pair,,,,,,,0,0,0,0,0,,1749.250000,,,,,0,,0,,,-11.084939,5,203.208008,65.599653,-11.084939,,,0,0
32.159995,1785218600.841884851,prealign_left,50,-150,-29,figure7_t_entry_left entryCenter=+47.3 target<=20.0 confirm=0/3,24,24,17,7,5,2,2,1,1,3,11,0,2,0,0,5,1,33.421875,68.546875,50.984375,2749.250000,1767.250000,1,33.578125,68.671875,51.125000,2751.250000,1787.000000,1648.420235,47.281459,median_filtered_pair,,,,,,,0,0,0,0,0,,1738.500000,,,,,0,,0,,,-11.529820,4,152.676459,61.368132,-11.529820,,,0,0
32.247356,1785218600.953952074,prealign_left,50,-150,-29,figure7_t_entry_left entryCenter=+47.2 target<=20.0 confirm=0/3,33,33,22,11,2,1,2,1,1,4,12,0,2,0,0,5,1,35.046875,66.656250,50.851562,2883.500000,1785.750000,1,33.578125,68.546875,50.984375,2751.250000,1785.750000,1645.036673,47.227494,median_filtered_pair,,,,,,,0,0,0,0,0,,1736.750000,,,,,0,,0,,,-23.872640,7,309.051840,23.115652,-23.872640,,,0,0
32.337599,1785218601.066962004,prealign_left,50,-150,-29,figure7_t_entry_left entryCenter=+46.8 target<=20.0 confirm=0/3,31,31,22,9,4,1,2,1,0,0,0,1,2,0,0,5,1,34.781250,66.218750,50.500000,2924.750000,1760.000000,1,34.781250,66.656250,50.851562,2883.500000,1767.250000,1668.204072,46.797832,median_filtered_pair,,,,,,,0,0,0,0,0,,1735.500000,,,,,0,,0,,,-16.718193,5,199.719311,92.773803,-16.718193,,,0,0
32.430728,1785218601.066962004,prealign_left,50,-150,-29,figure7_t_entry_left entryCenter=+46.8 target<=20.0 confirm=0/3,31,31,22,9,4,1,2,1,0,0,0,1,2,0,0,5,1,34.781250,66.218750,50.500000,2924.750000,1760.000000,1,34.781250,66.656250,50.851562,2883.500000,1767.250000,1668.204072,46.797832,median_filtered_pair,,,,,,,0,0,0,0,0,,1735.500000,,,,,0,,0,,,-16.718193,5,199.719311,92.773803,-16.718193,,,0,0
32.519872,1785218601.178128958,prealign_left,50,-150,-29,figure7_t_entry_left entryCenter=+46.6 target<=20.0 confirm=0/3,23,23,15,8,4,1,2,1,0,0,0,2,2,0,0,5,1,32.781250,65.859375,49.320312,2870.500000,1753.500000,1,34.781250,66.218750,50.500000,2883.500000,1760.000000,1658.964412,46.604467,median_filtered_pair,,,,,,,0,0,0,0,0,,1736.750000,,,,,0,,0,,,-22.489619,5,200.601486,48.059463,-22.489619,,,0,0
32.608416,1785218601.290306091,prealign_left,50,-150,-29,figure7_t_entry_left entryCenter=+45.1 target<=20.0 confirm=0/3,22,22,14,8,2,1,2,1,1,3,1,0,2,0,0,5,1,32.671875,63.984375,48.328125,2918.750000,1772.000000,1,32.781250,65.859375,49.320312,2918.750000,1760.000000,1734.311967,45.114089,median_filtered_pair,,,,,,,0,0,0,0,0,,1743.750000,,,,,0,,0,,,-29.173056,7,306.908188,25.894345,-29.173056,,,0,0
32.695908,1785218601.401071072,prealign_left,50,-150,-29,figure7_t_entry_left entryCenter=+44.4 target<=20.0 confirm=0/3,17,17,10,7,2,1,2,1,0,0,0,1,2,0,0,5,1,28.703125,63.953125,46.328125,2877.750000,1754.250000,1,32.671875,63.984375,48.328125,2877.750000,1754.250000,1653.138148,44.439230,median_filtered_pair,,,,,,,0,0,0,0,0,,1762.500000,,,,,0,,0,,,-31.256346,6,256.388967,53.334403,-31.256346,,,0,0
32.783526,1785218601.512799978,prealign_left,50,-150,-29,figure7_t_entry_left entryCenter=+42.0 target<=20.0 confirm=0/3,21,21,13,8,3,1,2,1,0,0,0,2,2,0,0,5,1,28.703125,62.125000,45.414062,2877.750000,1768.500000,1,28.703125,63.953125,46.328125,2877.750000,1768.500000,1759.763663,41.990674,median_filtered_pair,,,,,,,0,0,0,0,0,,1825.250000,,,,,0,,0,,,-33.898710,6,313.955403,22.073149,-33.898710,,,0,0
32.873134,1785218601.512799978,prealign_left,50,-150,-29,figure7_t_entry_left entryCenter=+42.0 target<=20.0 confirm=0/3,21,21,13,8,3,1,2,1,0,0,0,2,2,0,0,5,1,28.703125,62.125000,45.414062,2877.750000,1768.500000,1,28.703125,63.953125,46.328125,2877.750000,1768.500000,1759.763663,41.990674,median_filtered_pair,,,,,,,0,0,0,0,0,,1825.250000,,,,,0,,0,,,-33.898710,6,313.955403,22.073149,-33.898710,,,0,0
32.965662,1785218601.626960993,prealign_left,50,-150,-29,figure7_t_entry_left entryCenter=+41.2 target<=20.0 confirm=0/3,23,23,14,9,2,1,2,0,0,0,0,3,2,0,0,5,1,29.781250,61.937500,45.859375,3018.250000,1751.500000,1,28.703125,62.125000,45.859375,2877.750000,1754.250000,1712.263875,41.249164,median_filtered_pair,,,,,,,0,0,0,0,0,,1783.000000,,,,,0,,0,,,-31.312313,6,256.656901,59.239335,-31.312313,,,0,0
33.053998,1785218601.738794088,prealign_left,50,-150,-29,figure7_t_entry_left entryCenter=+41.5 target<=20.0 confirm=0/3,29,29,21,8,3,1,2,0,0,0,0,4,2,0,0,5,1,29.781250,61.593750,45.687500,3018.250000,1745.500000,1,29.781250,61.937500,45.687500,3018.250000,1751.500000,1796.258599,41.482155,median_filtered_pair,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,-35.141075,5,208.355507,65.834133,-35.141075,,,0,0
33.142447,1785218601.850444078,prealign_left,50,-150,-29,figure7_t_entry_left entryCenter=+41.4 target<=20.0 confirm=0/3,30,30,21,9,6,2,2,0,0,0,0,5,2,0,0,5,1,29.781250,59.734375,44.757812,3018.250000,1764.250000,1,29.781250,61.593750,45.687500,3018.250000,1751.500000,1786.881444,41.359391,median_filtered_pair,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,-26.070350,5,202.794124,65.286686,-26.070350,,,0,0
33.229844,1785218601.961848974,prealign_left,50,-150,-29,figure7_t_entry_left entryCenter=+40.7 target<=20.0 confirm=0/3,25,25,16,9,8,2,2,0,0,0,0,6,2,0,0,5,1,26.265625,59.218750,42.742188,2903.500000,1762.750000,1,29.781250,59.734375,44.757812,3018.250000,1762.750000,1731.338462,40.739450,median_filtered_pair,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,-29.321604,5,202.200782,77.991055,-29.321604,,,0,0
33.318149,1785218601.961848974,prealign_left,50,-150,-29,figure7_t_entry_left entryCenter=+40.7 target<=20.0 confirm=0/3,25,25,16,9,8,2,2,0,0,0,0,6,2,0,0,5,1,26.265625,59.218750,42.742188,2903.500000,1762.750000,1,29.781250,59.734375,44.757812,3018.250000,1762.750000,1731.338462,40.739450,median_filtered_pair,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,-29.321604,5,202.200782,77.991055,-29.321604,,,0,0
33.406663,1785218602.072202921,prealign_left,50,-150,-29,figure7_t_entry_left entryCenter=+39.3 target<=20.0 confirm=0/3,27,27,16,11,6,2,2,0,0,0,0,7,2,0,0,5,1,27.765625,58.484375,43.125000,3017.250000,1760.750000,1,27.765625,59.218750,43.125000,3017.250000,1762.750000,1771.084172,39.265597,median_filtered_pair,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,-40.393509,6,263.757621,41.467029,-40.393509,,,0,0
33.499019,1785218602.187695026,prealign_left,50,-150,-29,figure7_t_entry_left entryCenter=+38.8 target<=20.0 confirm=0/3,26,26,19,7,3,2,2,0,0,0,0,8,2,0,0,5,1,27.484375,57.937500,42.710938,3054.750000,1759.750000,1,27.484375,58.484375,42.742188,3017.250000,1760.750000,1759.666104,38.813193,median_filtered_pair,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,-35.942101,5,204.063806,85.813494,-35.942101,,,0,0
33.588270,1785218602.298096180,prealign_left,50,-150,-29,figure7_t_entry_left entryCenter=+38.6 target<=20.0 confirm=0/3,23,23,15,8,4,2,2,0,0,0,0,9,2,0,0,5,1,25.609375,55.656250,40.632812,2995.250000,1781.000000,1,27.484375,57.937500,42.710938,3017.250000,1760.750000,1744.880396,38.616690,median_filtered_pair,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,-33.251262,6,257.516554,36.519049,-33.251262,,,0,0
33.676983,1785218602.409759998,prealign_left,50,-150,-29,figure7_t_entry_left entryCenter=+36.7 target<=20.0 confirm=0/3,20,20,13,7,4,2,2,0,0,0,0,10,2,0,0,5,1,25.031250,55.312500,40.171875,3020.500000,1776.500000,1,25.609375,55.656250,40.632812,3020.500000,1776.500000,1729.081419,36.651410,median_filtered_pair,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,-30.917648,5,203.393420,61.993809,-30.917648,,,0,0
33.767292,1785218602.409759998,prealign_left,50,-150,-29,figure7_t_entry_left entryCenter=+36.7 target<=20.0 confirm=0/3,20,20,13,7,4,2,2,0,0,0,0,10,2,0,0,5,1,25.031250,55.312500,40.171875,3020.500000,1776.500000,1,25.609375,55.656250,40.632812,3020.500000,1776.500000,1729.081419,36.651410,median_filtered_pair,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,-30.917648,5,203.393420,61.993809,-30.917648,,,0,0
33.856251,1785218602.521100998,prealign_left,50,-150,-29,figure7_t_entry_left entryCenter=+36.2 target<=20.0 confirm=0/3,22,22,17,5,3,1,2,0,0,0,0,11,2,0,0,5,1,24.328125,54.828125,39.578125,3038.000000,1776.250000,1,25.031250,55.312500,40.171875,3020.500000,1776.500000,1735.448420,36.158034,median_filtered_pair,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,-28.257012,4,153.424835,279.809379,-28.257012,,,0,0
33.946299,1785218602.633429050,prealign_left,50,-150,-29,figure7_t_entry_left entryCenter=+35.5 target<=20.0 confirm=0/3,31,31,24,7,2,1,2,0,0,0,0,12,2,0,0,5,1,21.984375,53.031250,37.507812,3013.000000,1797.250000,1,24.328125,54.828125,39.578125,3020.500000,1776.500000,1741.410126,35.533978,median_filtered_pair,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,-28.637296,5,204.498015,57.619717,-28.637296,,,0,0
34.039278,1785218602.744255066,prealign_left,50,-150,-29,figure7_t_entry_left entryCenter=+33.5 target<=20.0 confirm=0/3,29,29,22,7,14,2,2,0,0,0,0,13,2,0,0,5,1,21.390625,52.390625,36.890625,3027.250000,1800.750000,1,21.984375,53.031250,37.507812,3027.250000,1797.250000,1752.630900,33.457125,median_filtered_pair,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,-29.806482,5,205.803803,68.356059,-29.806482,,,0,0
34.126967,1785218602.858872175,prealign_left,50,-150,-29,figure7_t_entry_left entryCenter=+32.9 target<=20.0 confirm=0/3,23,23,17,6,13,2,2,0,0,0,0,14,2,0,0,5,1,21.062500,51.578125,36.320312,3008.250000,1797.250000,1,21.390625,52.390625,36.890625,3013.000000,1797.250000,1739.240878,32.881239,median_filtered_pair,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,-35.131547,4,205.969510,96.478882,-35.131547,,,0,0
34.216030,1785218602.858872175,prealign_left,50,-150,-29,figure7_t_entry_left entryCenter=+32.9 target<=20.0 confirm=0/3,23,23,17,6,13,2,2,0,0,0,0,14,2,0,0,5,1,21.062500,51.578125,36.320312,3008.250000,1797.250000,1,21.390625,52.390625,36.890625,3013.000000,1797.250000,1739.240878,32.881239,median_filtered_pair,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,-35.131547,4,205.969510,96.478882,-35.131547,,,0,0
34.305595,1785218602.969444036,prealign_left,50,-150,-29,figure7_t_entry_left entryCenter=+32.6 target<=20.0 confirm=0/3,21,21,15,6,2,1,2,0,0,0,0,15,2,0,0,5,1,22.109375,51.578125,36.843750,3174.750000,1797.250000,1,21.390625,51.578125,36.843750,3027.250000,1797.250000,1728.754767,32.550874,median_filtered_pair,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
34.395573,1785218603.082011938,prealign_left,50,-150,-29,figure7_t_entry_left entryCenter=+32.7 target<=20.0 confirm=0/3,29,29,23,6,2,1,2,0,0,0,0,16,2,0,0,5,1,22.109375,51.531250,36.820312,3174.750000,1814.750000,1,22.109375,51.578125,36.820312,3174.750000,1797.250000,1836.817036,32.676498,median_filtered_pair,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,-35.314587,4,156.349810,77.984947,-35.314587,,,0,0
34.484935,1785218603.193137884,prealign_left,50,-150,-29,figure7_t_entry_left entryCenter=+32.7 target<=20.0 confirm=0/3,28,28,19,9,3,1,2,0,0,0,0,17,2,0,0,5,1,21.437500,50.546875,35.992188,3180.500000,1811.500000,1,22.109375,51.531250,36.820312,3174.750000,1811.500000,1828.092216,32.714582,median_filtered_pair,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,-38.169125,4,156.848028,120.221624,-38.169125,,,0,0
34.578998,1785218603.304537058,prealign_left,50,-150,-29,figure7_t_entry_left entryCenter=+31.9 target<=20.0 confirm=0/3,25,25,19,6,3,1,2,0,0,0,0,18,2,0,0,5,1,20.562500,49.796875,35.179688,3180.000000,1824.500000,1,21.437500,50.546875,35.992188,3180.000000,1814.750000,1822.559511,31.932817,median_filtered_pair,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
34.668932,1785218603.304537058,prealign_left,50,-150,-29,figure7_t_entry_left entryCenter=+31.9 target<=20.0 confirm=0/3,25,25,19,6,3,1,2,0,0,0,0,18,2,0,0,5,1,20.562500,49.796875,35.179688,3180.000000,1824.500000,1,21.437500,50.546875,35.992188,3180.000000,1814.750000,1822.559511,31.932817,median_filtered_pair,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
34.758520,1785218603.416396141,prealign_left,50,-150,-29,figure7_t_entry_left entryCenter=+31.1 target<=20.0 confirm=0/3,26,26,18,8,3,1,2,0,0,0,0,19,2,0,0,5,1,19.703125,46.109375,32.906250,3190.250000,1865.750000,1,20.562500,49.796875,35.179688,3180.500000,1824.500000,1821.251199,31.137969,median_filtered_pair,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,-29.805673,5,214.474276,342.981331,-29.805673,,,0,0
34.846683,1785218603.530478001,prealign_left,50,-150,-29,figure7_t_entry_left entryCenter=+29.4 target<=20.0 confirm=0/3,24,24,19,5,3,1,2,0,0,0,0,20,2,0,0,5,1,18.984375,46.109375,32.546875,3195.250000,1865.750000,1,19.703125,46.109375,32.906250,3190.250000,1865.750000,1731.002163,29.389353,median_filtered_pair,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
34.934530,1785218603.641916990,prealign_left,50,-150,-29,figure7_t_entry_left entryCenter=+28.9 target<=20.0 confirm=0/3,28,28,20,8,3,1,2,0,0,0,0,21,2,0,0,5,1,17.968750,44.218750,31.093750,3192.000000,1872.250000,1,18.984375,46.109375,32.546875,3192.000000,1865.750000,1751.849644,28.927374,median_filtered_pair,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,-34.286074,4,215.314239,596.201457,-34.286074,,,0,0
35.025660,1785218603.752650976,prealign_left,50,-150,-29,figure7_t_entry_left entryCenter=+27.6 target<=20.0 confirm=0/3,25,25,20,5,2,1,2,0,0,0,0,22,2,0,0,5,1,17.234375,44.218750,30.726562,3199.000000,1872.250000,1,17.968750,44.218750,31.093750,3195.250000,1872.250000,1727.485688,27.610210,median_filtered_pair,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
35.120388,1785218603.864448071,prealign_left,50,-150,-29,figure7_t_entry_left entryCenter=+27.1 target<=20.0 confirm=0/3,30,30,23,7,2,1,2,0,0,0,0,23,2,0,0,5,1,15.109375,44.218750,29.664062,3197.750000,1872.250000,1,17.234375,44.218750,30.726562,3197.750000,1872.250000,1749.443720,27.137190,median_filtered_pair,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
35.208931,1785218603.864448071,prealign_left,50,-150,-29,figure7_t_entry_left entryCenter=+27.1 target<=20.0 confirm=0/3,30,30,23,7,2,1,2,0,0,0,0,23,2,0,0,5,1,15.109375,44.218750,29.664062,3197.750000,1872.250000,1,17.234375,44.218750,30.726562,3197.750000,1872.250000,1749.443720,27.137190,median_filtered_pair,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
35.298579,1785218603.975180149,prealign_left,50,-150,-29,figure7_t_entry_left entryCenter=+25.8 target<=20.0 confirm=0/3,23,23,19,4,2,1,2,0,0,0,0,24,2,0,0,5,1,15.062500,42.593750,28.828125,3188.000000,1871.000000,1,15.109375,44.218750,29.664062,3197.750000,1872.250000,1808.134803,25.780826,median_filtered_pair,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
35.389027,1785218604.087344170,prealign_left,50,-150,-29,figure7_t_entry_left entryCenter=+25.2 target<=20.0 confirm=0/3,25,25,19,6,3,2,2,0,0,0,0,25,2,0,0,5,1,13.218750,40.421875,26.820312,3157.000000,1927.500000,1,15.062500,42.593750,28.828125,3188.000000,1872.250000,1755.850325,25.183259,median_filtered_pair,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,-32.438618,4,223.730269,131.029842,-32.438618,,,0,0
35.477778,1785218604.201935768,prealign_left,50,-150,-29,figure7_t_entry_left entryCenter=+23.4 target<=20.0 confirm=0/3,23,23,16,7,13,2,2,0,0,0,0,26,2,0,0,5,1,12.828125,40.421875,26.625000,3169.000000,1927.500000,1,13.218750,40.421875,26.820312,3169.000000,1927.500000,1700.756054,23.447217,median_filtered_pair,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
35.566186,1785218604.201935768,prealign_left,50,-150,-29,figure7_t_entry_left entryCenter=+23.4 target<=20.0 confirm=0/3,23,23,16,7,13,2,2,0,0,0,0,26,2,0,0,5,1,12.828125,40.421875,26.625000,3169.000000,1927.500000,1,13.218750,40.421875,26.820312,3169.000000,1927.500000,1700.756054,23.447217,median_filtered_pair,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
35.660226,1785218604.313114882,prealign_left,50,-150,-29,figure7_t_entry_left entryCenter=+23.2 target<=20.0 confirm=0/3,25,25,20,5,7,2,2,0,0,0,0,27,2,0,0,5,1,12.187500,40.421875,26.304688,3162.750000,1927.500000,1,12.828125,40.421875,26.625000,3162.750000,1927.500000,1706.656988,23.214698,median_filtered_pair,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
35.748423,1785218604.424039841,prealign_left,50,-150,-29,figure7_t_entry_left entryCenter=+22.8 target<=20.0 confirm=0/3,27,27,18,9,12,2,2,0,0,0,0,28,2,0,0,5,1,7.203125,38.765625,22.984375,3076.000000,1938.250000,1,12.187500,40.421875,26.304688,3162.750000,1927.500000,1725.252765,22.812153,median_filtered_pair,,,,,,,0,0,0,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
35.837092,1785218604.536204100,prealign_left,50,-150,-29,figure7_t_entry_left entryCenter=+19.3 target<=20.0 confirm=1/3,22,22,16,6,11,2,2,0,0,0,0,29,2,0,0,5,1,7.203125,36.593750,21.898438,3076.000000,1984.000000,1,7.203125,38.765625,22.984375,3076.000000,1938.250000,1748.831847,19.315194,median_filtered_pair,,,,,,,0,0,1,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
35.925652,1785218604.647388935,prealign_left,50,-150,-29,figure7_t_entry_left entryCenter=+18.6 target<=20.0 confirm=2/3,23,23,16,7,10,2,2,0,0,0,0,30,2,0,0,5,1,7.203125,36.046875,21.625000,3076.000000,1964.500000,1,7.203125,36.593750,21.898438,3076.000000,1964.500000,1670.604833,18.588627,median_filtered_pair,,,,,,,0,0,2,0,0,,,,,,,0,,0,,,-42.331409,4,225.782936,318.377928,-42.331409,,,0,0
36.014529,1785218604.758857012,reverse_align,-80,63,-29,gap_midpoint_reverse center=+18.4 entrySteer=+4.30 eq5=-1.19 pair=filtered,22,22,16,6,12,2,2,0,0,0,0,31,2,0,0,5,1,6.109375,35.765625,20.937500,3122.000000,1982.500000,1,7.203125,36.046875,21.625000,3076.000000,1982.500000,1645.854694,18.443133,median_filtered_pair,1093.500000,-7.000000,5.812636,-1.187364,4.303398,18.443133,0,0,3,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
36.102505,1785218604.758857012,reverse_align,-80,63,-29,gap_midpoint_reverse center=+18.4 entrySteer=+4.30 eq5=-1.19 pair=filtered,22,22,16,6,12,2,2,0,0,0,0,31,2,0,0,5,1,6.109375,35.765625,20.937500,3122.000000,1982.500000,1,7.203125,36.046875,21.625000,3076.000000,1982.500000,1645.854694,18.443133,median_filtered_pair,1093.500000,-7.000000,5.812636,-1.187364,4.303398,18.443133,0,0,3,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
36.195807,1785218604.872821093,reverse_align,-80,59,-29,gap_midpoint_reverse center=+17.6 entrySteer=+4.10 eq5=-0.69 pair=filtered,20,20,15,5,2,1,2,0,0,0,0,32,2,0,0,5,1,6.109375,35.765625,20.937500,3122.000000,1982.500000,1,6.109375,35.765625,20.937500,3122.000000,1982.500000,1708.787652,17.555350,median_filtered_pair,1139.500000,-7.000000,6.311960,-0.688040,4.096248,17.555350,0,0,3,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
36.283733,1785218604.984773159,reverse_align,-80,59,-29,gap_midpoint_reverse center=+17.6 entrySteer=+4.10 eq5=-0.69 pair=filtered,11,11,1,10,3,2,2,0,0,0,0,33,2,0,0,5,1,3.968750,34.984375,19.476562,3179.000000,2000.000000,1,6.109375,35.765625,20.937500,3122.000000,1982.500000,1708.787652,17.555350,median_filtered_pair,1139.500000,-7.000000,6.311960,-0.688040,4.096248,17.555350,0,0,3,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
36.371799,1785218605.096117973,reverse_align,-80,50,-29,gap_midpoint_reverse center=+15.9 entrySteer=+3.70 eq5=-0.24 pair=filtered,21,21,15,6,3,2,2,0,0,0,0,34,2,0,0,5,1,3.968750,34.984375,19.476562,3179.000000,2000.000000,1,3.968750,34.984375,19.476562,3179.000000,2000.000000,1791.113629,15.862197,median_filtered_pair,1179.000000,-7.000000,6.757144,-0.242856,3.701179,15.862197,0,0,3,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
36.459853,1785218605.096117973,reverse_align,-80,50,-29,gap_midpoint_reverse center=+15.9 entrySteer=+3.70 eq5=-0.24 pair=filtered,21,21,15,6,3,2,2,0,0,0,0,34,2,0,0,5,1,3.968750,34.984375,19.476562,3179.000000,2000.000000,1,3.968750,34.984375,19.476562,3179.000000,2000.000000,1791.113629,15.862197,median_filtered_pair,1179.000000,-7.000000,6.757144,-0.242856,3.701179,15.862197,0,0,3,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
36.548398,1785218605.207565069,reverse_align,-80,50,-29,gap_midpoint_reverse center=+15.9 entrySteer=+3.70 eq5=-0.24 pair=filtered,26,26,18,8,2,1,2,0,0,0,0,35,2,0,0,5,1,3.968750,34.984375,19.476562,3179.000000,2000.000000,1,3.968750,34.984375,19.476562,3179.000000,2000.000000,1791.113629,15.862197,median_filtered_pair,1179.000000,-7.000000,6.757144,-0.242856,3.701179,15.862197,0,0,3,0,0,,,,,,,0,,0,,,-42.681370,4,225.319734,734.622582,-42.681370,,,0,0
36.636835,1785218605.318832159,reverse_align,-80,50,-29,gap_midpoint_reverse center=+15.9 entrySteer=+3.70 eq5=-0.24 pair=filtered,23,23,17,6,2,1,2,0,0,0,0,36,2,0,0,5,1,4.359375,34.984375,19.671875,3098.000000,2000.000000,1,3.968750,34.984375,19.476562,3179.000000,2000.000000,1791.113629,15.862197,median_filtered_pair,1179.000000,-7.000000,6.757144,-0.242856,3.701179,15.862197,0,0,3,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
36.729884,1785218605.430315971,reverse_align,-80,52,-29,gap_midpoint_reverse center=+16.3 entrySteer=+3.80 eq5=-1.09 pair=filtered,22,22,14,8,3,2,2,0,0,0,0,37,2,0,0,5,1,5.468750,34.984375,20.226562,3102.500000,2000.000000,1,4.359375,34.984375,19.671875,3102.500000,2000.000000,1716.524137,16.286152,median_filtered_pair,1102.500000,-7.000000,5.908711,-1.091289,3.800102,16.286152,0,0,3,0,0,,,,,,,0,,0,,,-35.425560,4,225.487198,184.495265,-35.425560,,,0,0
36.818823,1785218605.544813156,reverse_align,-80,56,-29,gap_midpoint_reverse center=+17.0 entrySteer=+3.96 eq5=-1.09 pair=filtered,27,27,22,5,6,2,2,0,0,0,0,38,2,0,0,5,1,5.468750,35.937500,20.703125,3102.500000,1949.250000,1,5.468750,34.984375,20.226562,3102.500000,2000.000000,1681.088628,16.968908,median_filtered_pair,1102.500000,-7.000000,5.908711,-1.091289,3.959412,16.968908,0,0,3,0,0,,,,,,,0,,0,,,,0,,,,,,0,0
