elapsed_s,lidar_timestamp,state,speed,steering,steering_offset,reason,raw_points,valid_points,left_fov_points,right_fov_points,tangent_clusters,tangent_candidates,detected_vehicle_count,right_vehicle,right_vehicle_raw,right_cluster_points,right_seen_scans,right_missing_scans,right_track_id,is_prealign_near,is_near,pair_source_scans,pair_valid,angle_a_deg,angle_b_deg,angle_bisector_deg,dist_a_mm,dist_b_mm,distance_bias_ab_mm,angle_term,distance_term,paper_steering,dist_c_mm,dist_d_mm,distance_bias_cd_mm
3.779589,1785211501.262000799,idle,0,0,-25,press_SPACE_to_start,74,74,52,22,0,0,0,0,0,0,0,34,0,0,0,5,0,,,,,,,,,,,,
3.867446,1785211501.376451015,idle,0,0,-25,press_SPACE_to_start,76,76,52,24,0,0,0,0,0,0,0,35,0,0,0,5,0,,,,,,,,,,,,
3.956427,1785211501.488105059,idle,0,0,-25,press_SPACE_to_start,77,77,54,23,0,0,0,0,0,0,0,36,0,0,0,5,0,,,,,,,,,,,,
4.044966,1785211501.488105059,idle,0,0,-25,press_SPACE_to_start,77,77,54,23,0,0,0,0,0,0,0,36,0,0,0,5,0,,,,,,,,,,,,
4.132819,1785211501.598829985,idle,0,0,-25,press_SPACE_to_start,72,72,50,22,0,0,0,0,0,0,0,37,0,0,0,5,0,,,,,,,,,,,,
4.221311,1785211501.710452080,idle,0,0,-25,press_SPACE_to_start,78,78,53,25,0,0,0,0,0,0,0,38,0,0,0,5,0,,,,,,,,,,,,
4.310012,1785211501.825381041,idle,0,0,-25,press_SPACE_to_start,76,76,52,24,0,0,0,0,0,0,0,39,0,0,0,5,0,,,,,,,,,,,,
4.399084,1785211501.936671019,idle,0,0,-25,press_SPACE_to_start,73,73,51,22,0,0,0,0,0,0,0,40,0,0,0,5,0,,,,,,,,,,,,
4.492370,1785211501.936671019,idle,0,0,-25,press_SPACE_to_start,73,73,51,22,0,0,0,0,0,0,0,40,0,0,0,5,0,,,,,,,,,,,,
4.579593,1785211502.047939062,idle,0,0,-25,press_SPACE_to_start,77,77,52,25,0,0,0,0,0,0,0,41,0,0,0,5,0,,,,,,,,,,,,
4.667754,1785211502.162393093,idle,0,0,-25,press_SPACE_to_start,76,76,52,24,0,0,0,0,0,0,0,42,0,0,0,5,0,,,,,,,,,,,,
4.756427,1785211502.273126841,idle,0,0,-25,press_SPACE_to_start,77,77,53,24,0,0,0,0,0,0,0,43,0,0,0,5,0,,,,,,,,,,,,
4.845663,1785211502.385181904,idle,0,0,-25,press_SPACE_to_start,75,75,49,26,0,0,0,0,0,0,0,44,0,0,0,5,0,,,,,,,,,,,,
4.933398,1785211502.385181904,idle,0,0,-25,press_SPACE_to_start,75,75,49,26,0,0,0,0,0,0,0,44,0,0,0,5,0,,,,,,,,,,,,
5.026937,1785211502.496758938,idle,0,0,-25,press_SPACE_to_start,76,76,52,24,0,0,0,0,0,0,0,45,0,0,0,5,0,,,,,,,,,,,,
5.115673,1785211502.611021996,idle,0,0,-25,press_SPACE_to_start,73,73,51,22,0,0,0,0,0,0,0,46,0,0,0,5,0,,,,,,,,,,,,
5.204387,1785211502.722166061,idle,0,0,-25,press_SPACE_to_start,73,73,51,22,0,0,0,0,0,0,0,47,0,0,0,5,0,,,,,,,,,,,,
5.293427,1785211502.834495068,idle,0,0,-25,press_SPACE_to_start,75,75,51,24,1,0,0,0,0,0,0,48,0,0,0,5,0,,,,,,,,,,,,
5.382675,1785211502.834495068,idle,0,0,-25,press_SPACE_to_start,75,75,51,24,1,0,0,0,0,0,0,48,0,0,0,5,0,,,,,,,,,,,,
5.471573,1785211502.948728085,idle,0,0,-25,press_SPACE_to_start,77,77,53,24,1,0,0,0,0,0,0,49,0,0,0,5,0,,,,,,,,,,,,
5.564718,1785211503.059322119,idle,0,0,-25,press_SPACE_to_start,78,78,52,26,0,0,0,0,0,0,0,50,0,0,0,5,0,,,,,,,,,,,,
5.653071,1785211503.170810223,idle,0,0,-25,press_SPACE_to_start,75,75,52,23,0,0,0,0,0,0,0,51,0,0,0,5,0,,,,,,,,,,,,
5.741134,1785211503.282597065,idle,0,0,-25,press_SPACE_to_start,76,76,52,24,0,0,0,0,0,0,0,52,0,0,0,5,0,,,,,,,,,,,,
5.829678,1785211503.282597065,idle,0,0,-25,press_SPACE_to_start,76,76,52,24,0,0,0,0,0,0,0,52,0,0,0,5,0,,,,,,,,,,,,
5.919135,1785211503.397349834,idle,0,0,-25,press_SPACE_to_start,79,79,54,25,0,0,0,0,0,0,0,53,0,0,0,5,0,,,,,,,,,,,,
6.008279,1785211503.508910179,idle,0,0,-25,press_SPACE_to_start,74,74,52,22,0,0,0,0,0,0,0,54,0,0,0,5,0,,,,,,,,,,,,
6.101793,1785211503.619360924,idle,0,0,-25,press_SPACE_to_start,73,73,52,21,0,0,0,0,0,0,0,55,0,0,0,5,0,,,,,,,,,,,,
6.190424,1785211503.731172085,idle,0,0,-25,press_SPACE_to_start,74,74,50,24,1,0,0,0,0,0,0,56,0,0,0,5,0,,,,,,,,,,,,
6.279049,1785211503.731172085,idle,0,0,-25,press_SPACE_to_start,74,74,50,24,1,0,0,0,0,0,0,56,0,0,0,5,0,,,,,,,,,,,,
6.368115,1785211503.845242977,idle,0,0,-25,press_SPACE_to_start,79,79,54,25,1,0,0,0,0,0,0,57,0,0,0,5,0,,,,,,,,,,,,
6.457303,1785211503.957772970,idle,0,0,-25,press_SPACE_to_start,76,76,50,26,1,0,0,0,0,0,0,58,0,0,0,5,0,,,,,,,,,,,,
6.546241,1785211504.069221020,idle,0,0,-25,press_SPACE_to_start,77,77,52,25,1,0,0,0,0,0,0,59,0,0,0,5,0,,,,,,,,,,,,
6.639144,1785211504.182882071,idle,0,0,-25,press_SPACE_to_start,75,75,51,24,1,0,0,0,0,0,0,60,0,0,0,5,0,,,,,,,,,,,,
6.727483,1785211504.182882071,idle,0,0,-25,press_SPACE_to_start,75,75,51,24,1,0,0,0,0,0,0,60,0,0,0,5,0,,,,,,,,,,,,
6.815473,1785211504.294676065,idle,0,0,-25,press_SPACE_to_start,76,76,52,24,0,0,0,0,0,0,0,61,0,0,0,5,0,,,,,,,,,,,,
